Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
India,IND,Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),TM.VAL.MRCH.WR.ZS,2.249488753,1.739484028,2.604707511,1.935378055,1.87892225,2.592953226,1.057949262,1.421836414,1.447668576,1.876529908,1.426926733,1.054410049,1.468667239,1.76213361,1.048607189,1.227169088,1.601384048,1.147679502,0.982800669,0.909650233,1.042921854,1.326912979,0.872898084,0.728218484,0.79307917,0.762541634,0.613451683,0.61549741,0.608431944,0.346629574,0.464181118,0.54042589,0.858647799,0.476234094,0.517313088,0.599625419,0.559553979,0.598768719,1.023431603,0.913247252,0.943051793,1.162234908,0.926826108,0.898929352,0.891106169,0.9374315,0.840577854,0.835486208,0.622901702,0.593461073,0.589868022,0.547846802,0.553775286,0.527358701,0.583225471,0.773178622,0.763968495,0.572410228,0.758540476,0.768280079,0.834160776,
India,IND,Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),TM.VAL.MRCH.R5.ZS,2.249488753,1.739484028,2.604707511,1.935378055,1.87892225,2.592953226,1.057949262,1.421836414,1.447668576,1.876529908,1.426926733,1.054410049,1.468667239,1.76213361,1.048607189,1.227169088,1.601384048,1.147679502,0.982800669,0.909650233,1.042921854,1.326912979,0.872898084,0.728218484,0.79307917,0.762541634,0.613451683,0.61549741,0.608431944,0.346629574,0.464181118,0.54042589,0.858647799,0.476234094,0.517313088,0.599625419,0.559553979,0.598768719,1.023431603,0.913247252,0.943051793,1.162234908,0.926826108,0.898929352,0.891106169,0.9374315,0.840577854,0.835486208,0.622901702,0.593461073,0.589868022,0.547846802,0.553775286,0.527358701,0.583225471,0.773178622,0.763968495,0.572410228,0.758540476,0.768280079,0.834160776,
India,IND,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),TM.VAL.MRCH.R1.ZS,2.822975016,1.436768626,1.557632399,1.070198458,1.367855398,2.506401241,5.403228759,2.514405448,2.699921834,3.379738581,1.041412882,1.461644797,0.912604681,1.113626383,0.651479306,0.892017188,0.875033591,3.697428039,4.504130065,3.840352545,3.712027268,3.075625655,3.009076679,3.439027294,4.755854907,4.049526339,4.848870877,4.96166488,5.084463441,4.586743323,4.125304,3.40189369,4.431957045,3.810841348,6.598713926,6.980609531,7.186549077,8.347306641,9.474213496,9.774062901,8.743685311,9.459211311,10.48687298,11.76291498,12.1787358,12.41903149,15.66482436,16.62892075,16.27126048,17.99608786,18.20037761,18.72436154,17.66516069,18.42481298,20.67213019,24.34214794,25.80650471,24.76288255,22.87091444,22.92919478,24.48041853,
India,IND,Merchandise imports from economies in the Arab World (% of total merchandise imports),TM.VAL.MRCH.AL.ZS,5.254734596,4.843446437,4.543094496,4.366901755,3.878095524,3.299794439,3.441080646,4.272992591,5.044905642,4.009186538,5.889715331,6.946652663,8.721190323,8.726550758,15.41294586,13.69959611,13.01350113,13.99037372,15.7620254,19.4924184,19.25384332,16.93796926,23.40901066,17.48871892,18.01386088,17.26886215,14.1083877,14.67195903,14.74822086,15.37946552,17.00865946,16.16755243,22.06083715,22.91432763,22.68521218,20.32880664,22.4676607,21.01320592,17.30957264,18.86415591,8.450508046,4.806397757,4.526941754,4.950124604,6.859181258,6.343597119,19.3140924,23.41811622,26.16640453,22.1115959,24.87524104,26.25543398,27.78528314,28.20850527,25.06596543,19.11361864,18.12260808,18.47772939,21.12948046,22.64937049,21.99213015,
India,IND,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.450758254,5.936395516,7.039299194,8.41673495,8.307327436,7.636875634,7.649593873,7.378689099,4.08829509,7.788600699,6.30845334,5.973562352,5.311031088,5.775121902,6.311804078,8.563985275,9.333340814,9.716543718,9.179398175,9.456346196,10.81384807,
India,IND,Import unit value index (2015 = 100),TM.UVI.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,93.32243543,96.80461585,90.53669109,86.35807457,71.0364807,84.26876632,81.48302198,68.94717244,85.66163849,90.53669109,98.19748802,87.05451066,82.87589415,68.94717244,66.85786419,69.64360853,72.42935287,71.73291678,63.37568376,66.85786419,69.64360853,67.13643862,72.17167152,75.20288172,88.36338602,98.6135388,110.545777,124.916728,138.5326513,107.0857395,118.8651709,143.7079916,143.2768675,136.5428548,131.2649839,100,92.18261749,104.1796756,115.2003691,108.7039189,98.42100856,128.2005937
India,IND,"Tariff rate, most favored nation, simple mean, primary products (%)",TM.TAX.TCOM.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.78,,44.88,,,,32.34,26.01,,28.79,34.1,34.66,30.9,30.46,31.17,28.36,24.82,27.84,22.93,22.78,22.49,23.29,25.63,25.42,,24.33,24.39,24.14,24.37,26.62,24.81,
India,IND,"Binding coverage, primary products (%)",TM.TAX.TCOM.BC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.69,79.69,,79.69,79.69,79.69,79.41,79.41,79.41,79.41,79.41,78.69,78.69,78.69,78.69,77.03,77.03,77.03,,77.03,77.03,76.98,76.98,76.92,76.92,
India,IND,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.11,,55.73,,,,38.73,30.08,,32.95,36.56,34.91,30.59,26.92,29.51,19.02,16.8,17.2,12.81,13.06,12.51,13.36,14.04,13.93,,13.16,13.72,13.75,13.8,15.53,14.62,
India,IND,"Binding coverage, all products (%)",TM.TAX.MRCH.BC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.72,74.72,,74.72,74.72,74.72,73.8,73.8,73.8,73.8,73.8,74.46,74.46,74.46,74.46,74.36,74.36,74.36,,74.34,74.34,74.4,74.4,74.39,74.39,
India,IND,"Tariff rate, most favored nation, simple mean, manufactured products (%)",TM.TAX.MANF.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.84,,58.9,,,,40.56,31.24,,34.14,37.28,34.99,30.51,25.86,29.02,16.28,14.44,14.01,9.76,10.13,9.44,9.81,9.88,9.79,,9,9.87,10.01,10.1,11.65,10.8,
India,IND,"Binding coverage, manufactured products (%)",TM.TAX.MANF.BC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.45,73.45,,73.45,73.45,73.45,72.35,72.35,72.35,72.35,72.35,73.37,73.37,73.37,73.37,73.55,73.55,73.55,,73.52,73.52,73.62,73.62,73.62,73.62,
India,IND,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3686000000,4367000000,4350000000,4385000000,5783000000,8277000000,8738000000,10690000000,12083000000,,,,14107000000,13884000000,17492000000,17686000000,19184000000,21856000000,25790000000,28595000000,15777000000,
India,IND,"International tourism, receipts for passenger transport items (current US$)",ST.INT.TRNR.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138000000,144000000,198000000,97000000,137000000,166000000,281000000,504000000,630000000,,,,368000000,645000000,1056000000,459000000,684000000,513000000,575000000,941000000,377000000,
India,IND,"International tourism, number of arrivals",ST.INT.ARVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2124000,2288000,2374000,2359000,2482000,2649000,2537000,2384000,2726000,3457000,3919000,4447000,5082000,5283000,5168000,5776000,6309000,6578000,6968000,13107000,13284000,14570000,15543000,17423000,17914000,,
India,IND,Urban population growth (annual %),SP.URB.GROW,,2.905441752,3.337904841,3.330304996,3.32822791,3.251894321,3.168741786,3.145867383,3.180884213,3.210153721,3.217261313,3.379256528,3.864696442,3.871751667,3.881523678,3.849908602,3.813400423,3.805594882,3.802880005,3.806189059,3.840865091,3.647515574,3.238207973,3.235004534,3.23792528,3.218222235,3.203949848,3.17436058,3.146482897,3.130152469,3.092929503,3.002043136,2.87029913,2.841324866,2.811885018,2.776692245,2.737602928,2.702997788,2.66886959,2.628230166,2.598675553,2.711573919,2.937708255,2.878886128,2.82462859,2.746251941,2.660297138,2.599633138,2.552873022,2.512308892,2.49274629,2.474032431,2.470338202,2.457264391,2.423844627,2.394052977,2.413097263,2.407475136,2.359169975,2.315801985,2.263634557,2.125468465
India,IND,Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,10,,,,,,,,,,
India,IND,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,79.4,,,,,88.8
India,IND,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,48.39483888,48.38181031,48.36972803,48.35824889,48.34717889,48.33711749,48.32770588,48.31845576,48.30896365,48.29880406,48.2884787,48.27730401,48.2653173,48.25338252,48.24131533,48.22960502,48.21918092,48.21178947,48.20856873,48.2088563,48.21173552,48.21633544,48.22293889,48.23162704,48.24118453,48.25113509,48.26136737,48.27115573,48.28127164,48.29287064,48.30456203,48.31343123,48.3186968,48.3202562,48.31745837,48.31035444,48.30073516,48.29039203,48.27985792,48.27060711,48.26291454,48.25705407,48.2538354,48.25233442,48.25233719,48.25414571,48.25785093,48.26338432,48.27015696,48.27789879,48.28639484,48.29568755,48.30552804,48.31490115,48.32272625,48.32863253,48.33373349,48.33923196,48.34568866,48.35378254,48.36693679,48.38575642
India,IND,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0066071,,115.2818985,,109.7280731,,,,,134.9125671,,,,,156.2196655,,,,,216.000824,,,252.7039185,,,
India,IND,Age dependency ratio (% of working-age population),SP.POP.DPND,77.97427802,78.97333965,79.99751809,81.01273642,81.64474209,81.79666486,81.76475905,81.59826344,81.35813691,81.07479441,80.72556962,80.38548167,80.06327477,79.7450559,79.46074039,79.15337644,78.82077626,78.41968483,77.92428954,77.4335794,76.99499961,76.61424931,76.23945739,75.83359284,75.43863173,75.05170971,74.65804987,74.22579135,73.71668508,73.15103192,72.55431466,71.95759784,71.38078271,70.80648607,70.18678835,69.50172819,68.74888943,67.95142111,67.13037766,66.27117497,65.40816687,64.55324323,63.70378872,62.85041436,61.96232145,61.05733454,60.12096467,59.15501643,58.20561121,57.28110818,56.35915817,55.44659178,54.55749587,53.69513485,52.89442862,52.14810069,51.40973408,50.68482818,50.01892798,49.40102931,48.77554811,48.12632543
India,IND,"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y,0.436896374,0.458759277,0.491832767,0.525754709,0.548291808,0.556388743,0.551852987,0.537298715,0.521960493,0.515837726,0.52029796,0.534184809,0.556587562,0.581636923,0.602143842,0.616086009,0.623917414,0.62497762,0.622535409,0.621711114,0.623587382,0.62752945,0.633885159,0.640240476,0.64314457,0.6421958,0.63834773,0.631975232,0.624861331,0.6194685,0.616686179,0.616377372,0.618641329,0.623014281,0.628620457,0.635319271,0.643401673,0.652827779,0.663924582,0.677184801,0.692237097,0.708282356,0.724742084,0.74052484,0.754257002,0.765655231,0.77504644,0.782688847,0.78960689,0.797164571,0.806016881,0.817402976,0.832494491,0.85009006,0.868100671,0.885597631,0.902093297,0.917878812,0.934676758,0.95459825,0.975275852,0.986378138
India,IND,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.291464021,3.329064654,3.385369906,3.450237298,3.508184219,3.55053982,3.577399045,3.590134046,3.596909595,3.607890468,3.624713332,3.649822193,3.686205517,3.730871051,3.778778088,3.827192958,3.873631176,3.913166165,3.944332684,3.968269162,3.984675728,3.995323488,4.003416748,4.00990695,4.015224538,4.020972035,4.027811959,4.036383738,4.04747723,4.061814407,4.080536752,4.104088514,4.132031107,4.164176608,4.200377593,4.240553463,4.2848545,4.332566509,4.38349294,4.437660127,4.493683062,4.551883114,4.613991159,4.677712821,4.737673409,4.793042956,4.846329949,4.898343297,4.95067779,5.005686273,5.065987426,5.135396172,5.217438256,5.315839598,5.45741729,5.640294939,5.835516764,6.040795894,6.254069446,6.47202495,6.672320068,6.80246463
India,IND,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,3.413112153,3.450236959,3.510156072,3.580265334,3.641420112,3.684250588,3.70862607,3.715950859,3.715844177,3.720930311,3.734386052,3.758794284,3.79758497,3.847171511,3.90133401,3.956850296,4.01148188,4.060205226,4.101418068,4.136276122,4.164490296,4.187983379,4.209936175,4.231141169,4.251927826,4.273740404,4.297066384,4.322448361,4.35021757,4.380472133,4.414234334,4.451590948,4.491413464,4.533755341,4.579470552,4.628930428,4.682279107,4.739013926,4.799063201,4.862171667,4.926889251,4.994197828,5.066486173,5.141532597,5.21290635,5.279318993,5.343517303,5.405757782,5.467114923,5.529739734,5.596423311,5.671490493,5.759222754,5.861550242,6.002981315,6.184130704,6.378487074,6.584021775,6.798997634,7.020072383,7.229159104,7.371713005
India,IND,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,2.310666183,2.31554769,2.29607598,2.26688258,2.248303165,2.245064328,2.254493731,2.276823487,2.303146089,2.32023371,2.324229114,2.318128362,2.302365728,2.282345334,2.267115438,2.259322491,2.257212229,2.259741939,2.264319809,2.26688964,2.265839169,2.262441141,2.257651406,2.252884329,2.250383505,2.250973463,2.254226544,2.260218778,2.267243672,2.27250291,2.275452273,2.276311975,2.274587635,2.27150163,2.26911384,2.267882874,2.269866542,2.276900465,2.285851452,2.291826892,2.29337399,2.290743787,2.285210644,2.281558309,2.285287615,2.299646797,2.324764944,2.358321027,2.402423022,2.487980889,2.60920735,2.733090244,2.859641818,2.984946117,3.08105415,3.148442426,3.209881691,3.266250585,3.318446942,3.366641174,3.411173796,3.447978424
India,IND,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,3.77831778,3.767799822,3.740235048,3.704326036,3.673746827,3.652896081,3.640174582,3.635429228,3.634686614,3.631917576,3.625518167,3.616145708,3.603672107,3.59020506,3.579214809,3.571730643,3.566937506,3.564746224,3.563071681,3.557502932,3.546676112,3.531649173,3.513286932,3.493554972,3.474837919,3.457529838,3.44341467,3.43535655,3.429260185,3.417923786,3.40068969,3.378574088,3.352594368,3.329440088,3.316739753,3.317421552,3.330490602,3.352687861,3.386846073,3.475509522,3.611638974,3.751475941,3.896516574,4.042601941,4.149846057,4.219399729,4.284776188,4.344263643,4.395811339,4.438654254,4.478392118,4.520116118,4.563624444,4.60942158,4.658209304,4.704013355,4.743646629,4.7840453,4.828856775,4.876710698,4.929713291,4.989544168
India,IND,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,5.22133303,5.199655501,5.1718967,5.140606062,5.110694255,5.08527989,5.06466068,5.048232236,5.032010055,5.011491396,4.986865688,4.957627358,4.923307049,4.886546965,4.850540734,4.816125829,4.785646756,4.763357497,4.743909518,4.716153,4.678259432,4.632321579,4.581115399,4.534044197,4.501120928,4.486559812,4.487747641,4.500296454,4.528600788,4.627635699,4.788761084,4.954553054,5.126139777,5.29835698,5.418309748,5.487102255,5.549230966,5.602794571,5.644591801,5.673281272,5.694907536,5.714833398,5.734223004,5.755853515,5.780763426,5.803172989,5.821896429,5.843177353,5.868939182,5.896413105,5.928350903,5.970370689,6.018503659,6.070799759,6.132268956,6.195442837,6.254916377,6.309009165,6.353545276,6.400229212,6.468217559,6.5573612
India,IND,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,6.804572143,6.750108275,6.687971737,6.620624211,6.553354573,6.490630545,6.436436147,6.393323179,6.351630866,6.299119295,6.237041705,6.165177993,6.085835408,6.01185027,5.955296776,5.922328423,5.909240034,5.912737716,5.939211972,6.0567542,6.252717169,6.452374077,6.65811616,6.863740688,6.99967818,7.068387062,7.126692344,7.173032613,7.205940822,7.223130737,7.233466464,7.241717687,7.246730287,7.252131914,7.258696422,7.258142392,7.249830707,7.244151528,7.244747188,7.249023838,7.259030515,7.279598333,7.306195873,7.336719578,7.375435049,7.41361235,7.447116731,7.47309395,7.486546804,7.501504977,7.538831901,7.596543503,7.665665004,7.746786942,7.832881558,7.907825652,7.97403941,8.034812126,8.081499855,8.112788974,8.134225607,8.155136176
India,IND,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,8.31373666,8.204584887,8.085478197,7.970472303,7.878297639,7.821636111,7.796450967,7.791277852,7.809767806,7.945335466,8.185933841,8.431463519,8.684203307,8.935222645,9.092481817,9.16136364,9.216779583,9.26032839,9.290098059,9.29809266,9.293824082,9.284775092,9.270636204,9.255767297,9.240070308,9.214290619,9.176413652,9.140277776,9.114297287,9.094749114,9.085673188,9.090184679,9.099881944,9.112902871,9.133230468,9.148825919,9.155222466,9.150778097,9.13014314,9.110734844,9.115009237,9.138764132,9.174097618,9.224007978,9.279200426,9.321099468,9.353399837,9.378354124,9.386772617,9.376458599,9.349130447,9.312417821,9.279309837,9.251686032,9.23001441,9.222447001,9.212965503,9.1937014,9.171186257,9.142144506,9.118651977,9.120051718
India,IND,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,56.29809157,55.96027025,55.62008525,55.29471182,55.10811719,55.07679789,55.0971139,55.15550703,55.23597509,55.33130972,55.44831029,55.5642696,55.67642082,55.78804636,55.88902973,55.99616688,56.10967534,56.24230205,56.40207344,56.55793548,56.69412508,56.80970505,56.92362486,57.04881879,57.17178824,57.29386043,57.4200029,57.55977306,57.72598168,57.91389321,58.11460479,58.3155628,58.50901955,58.70045288,58.90675113,59.13619146,59.39145173,59.66420105,59.94669591,60.24616081,60.54998121,60.85440558,61.16269735,61.4766493,61.80535036,62.14403591,62.5021533,62.87930297,63.25641031,63.63085471,64.0116565,64.39533122,64.77676628,65.15280035,65.50460554,65.83683391,66.17094765,66.50315981,66.81411666,67.10889566,67.41378644,67.73283945
India,IND,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,8.993841409,8.957492068,8.941300332,8.950756829,9.092525668,9.354043727,9.627722764,9.91343941,10.19615787,10.37437577,10.4548958,10.52021398,10.5657641,10.58610684,10.57775739,10.55603781,10.53261191,10.50866569,10.48802303,10.46833568,10.43652703,10.39064471,10.34588132,10.3084753,10.27320109,10.24495384,10.23101402,10.22431165,10.22200396,10.22854172,10.23273149,10.22702538,10.20721682,10.16954176,10.13288248,10.12239172,10.13506081,10.16040794,10.19938166,10.241506,10.2660005,10.27604276,10.27624369,10.25961273,10.22404873,10.16964851,10.10457111,10.0438579,9.989719132,9.941237697,9.909088399,9.876569016,9.833182876,9.788337043,9.738447949,9.686665201,9.646378024,9.606628574,9.550168074,9.479883813,9.388298285,9.268614265
India,IND,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,13.49643725,13.55891737,13.59858819,13.61047773,13.59221973,13.56269342,13.53678413,13.50896034,13.47813888,13.44685023,13.40072905,13.33661409,13.27117944,13.21055207,13.15210618,13.10450273,13.07829526,13.05960457,13.042433,13.03257034,13.01139772,12.97410901,12.91985855,12.84048283,12.75937539,12.71092413,12.6892429,12.68158891,12.69064763,12.70208285,12.69291531,12.66871829,12.6308785,12.56846874,12.4787231,12.36135182,12.22729521,12.09551434,11.970165,11.85197202,11.75232839,11.6500572,11.53629755,11.42525093,11.31062223,11.19863844,11.10791329,11.02090837,10.91592528,10.79382804,10.63886722,10.43782061,10.22035953,10.01527748,9.831350043,9.669984325,9.523629939,9.381014034,9.23321284,9.05674802,8.865661483,8.702865456
